@relation DeerHunter_missing

@attribute wtdeer numeric
@attribute state numeric
@attribute urban numeric
@attribute race numeric
@attribute retire numeric
@attribute employ numeric
@attribute educ numeric
@attribute married numeric
@attribute income numeric
@attribute gender numeric
@attribute age numeric
@attribute huntexp numeric
@attribute agehunt numeric
@attribute trips numeric
@attribute bagdeer numeric
@attribute numbag numeric
@attribute bagbuck numeric
@attribute avgcost numeric
@attribute totcost numeric
@attribute a numeric
@attribute yes numeric

@data
0.974526,50,3,1,0,1,12,1,40000,1,33,21,12,12,0,0,0,10,120,9,1
0.983907,50,3,1,0,1,12,1,27500,1,33,21,12,29,1,4,1,10.344828,300,491,2
0.898008,26,2,1,0,1,12,1,27500,1,33,29,4,1,1,1,1,100,100,953,2
1.038282,24,1,1,0,1,12,1,62500,1,33,10,23,7,0,0,0,15,105,953,1
2.484198,26,1,1,0,1,20,1,40000,1,33,17,16,1,0,0,0,85,85,953,2
0.557583,16,1,1,0,1,24,1,40000,1,33,27,6,3,0,0,0,15,45,202,1
0.508524,17,2,0,0,1,20,1,40000,1,33,23,10,10,0,0,0,7,70,491,1
0.944449,50,1,1,0,1,12,0,22500,1,33,21,12,4,0,0,0,40,160,289,1
1.187831,16,1,1,0,1,22,0,40000,1,33,21,12,2,0,0,0,30,60,9,1
0.983907,50,3,1,0,1,24,0,40000,1,33,21,12,1,1,1,1,210,210,289,2
0.950971,50,3,1,0,1,24,0,40000,1,33,21,12,2,1,1,1,9,18,289,1
1.049285,16,3,1,0,1,12,1,27500,1,33,21,12,2,1,1,0,100,200,491,2
0.968035,17,2,1,0,1,20,0,22500,1,33,27,6,9,0,0,0,2,18,69,1
0.96163,24,2,1,0,1,12,0,40000,1,33,17,16,1,0,0,0,2,2,289,2
0.964322,50,2,1,0,1,12,0,22500,1,33,23,10,1,1,1,0,120,120,491,2
0.468787,17,2,1,0,1,25,1,27500,1,33,22,11,8,0,0,0,35,280,491,1
1.536621,26,3,1,0,0,12,1,27500,1,33,17,16,7,1,2,1,2,14,289,2
2.155093,50,3,1,0,1,12,1,22500,1,33,18,15,25,1,3,1,4,100,45,2
1.079923,38,2,1,0,1,22,1,62500,1,33,21,12,1,0,0,0,200,200,139,1
1.099174,38,1,0,2,0,21,1,15000,1,33,17,16,4,1,1,1,15,60,491,2
1.712399,48,2,1,4,0,12,0,22500,1,33,16,17,4,0,0,0,5,20,69,2
0.233707,29,2,1,0,1,21,1,62500,1,33,7,26,2,1,1,1,300,600,202,1
1.809705,48,3,1,0,1,23,1,85000,1,33,15,18,1,0,0,0,150,150,953,2
0.227667,29,2,1,0,1,21,0,40000,1,33,20,13,1,1,1,1,60,60,491,2
0.201076,2,2,1,0,1,26,1,62500,1,33,21,12,3,1,4,1,25,75,139,1
0.109376,2,3,1,0,1,25,0,62500,1,33,18,15,1,1,3,1,800,800,953,2
0.280854,13,2,1,0,1,22,0,27500,1,33,21,12,6,1,1,1,40,240,27,1
0.341025,13,2,1,0,1,12,1,15000,1,33,21,12,1,1,1,0,30,30,491,2
0.256174,29,3,1,0,1,12,1,40000,1,33,17,16,10,1,1,1,35,350,45,1
0.66352,13,3,1,0,1,23,1,62500,1,33,21,12,17,1,1,1,20,340,491,2
0.342945,13,2,1,0,1,12,1,22500,1,33,16,17,2,1,1,1,20,40,27,1
0.337494,13,3,1,0,1,12,1,62500,1,33,27,6,6,1,1,1,45,270,953,1
0.337494,13,2,1,0,1,26,1,40000,1,33,21,12,5,0,0,0,55,275,491,2
0.109489,2,2,1,0,1,12,1,40000,1,33,18,15,1,1,1,1,300,300,491,2
0.543388,13,2,1,0,1,22,1,40000,1,33,21,12,3,1,1,0,13,39,289,2
0.66352,13,3,1,0,1,12,1,22500,1,33,21,12,2,0,0,0,22,44,491,1
0.1286,2,2,1,0,1,12,1,22500,1,33,17,16,1,0,0,0,10,10,491,1
0.633905,18,2,1,0,1,12,1,22500,1,33,21,12,4,0,0,0,12,48,99,2
2.037967,18,1,1,0,1,12,1,40000,1,33,13,20,3,0,0,0,10,30,491,2
0.629424,18,3,1,4,0,12,1,15000,1,33,27,6,5,1,2,1,25,125,491,2
1.020913,34,3,1,0,1,21,1,22500,1,33,20,13,5,0,0,0,25,125,202,1
1.020913,34,3,1,0,1,8,1,22500,1,33,17,16,20,1,1,1,30,600,491,1
1.028878,34,1,1,0,1,20,0,22500,1,33,21,12,2,1,1,1,390,780,491,1
0.633905,18,2,1,0,1,12,1,40000,1,33,26,7,20,1,1,1,2,40,202,1
1.248691,41,3,1,0,1,9,1,40000,1,33,16,17,9,0,0,0,19.555556,176,289,1
0.709584,41,3,1,0,1,22,1,40000,1,33,21,12,30,1,0,1,2,60,202,1
2.024485,34,2,1,0,1,24,1,62500,1,33,21,12,2,0,0,0,100,200,289,1
0.88225,47,1,1,0,1,12,1,40000,1,33,23,10,7,1,4,1,7,49,139,2
0.982579,34,3,1,0,1,12,1,27500,1,33,21,12,61,1,5,1,5,305,491,2
0.700976,41,3,1,0,1,12,1,40000,1,33,19,14,10,0,0,0,12.5,125,202,1
0.700976,41,2,1,0,1,23,1,62500,1,33,25,8,5,1,0,0,7,35,202,1
0.661894,41,3,1,0,1,11,1,40000,1,33,22,11,5,0,0,0,12,60,45,1
0.876123,47,3,1,0,1,9,1,62500,1,33,23,10,28,1,3,1,10,280,491,1
0.633905,18,3,1,0,1,12,1,22500,1,33,25,8,26,0,0,0,10,260,289,1
0.982579,34,3,1,0,1,12,1,27500,1,33,28,5,50,0,0,0,5,250,491,2
1.020913,34,3,1,0,1,12,1,40000,1,33,24,9,18,0,0,0,1,18,202,1
0.982579,34,3,1,0,1,12,1,15000,1,33,22,11,15,1,1,0,5,75,45,1
1.317565,1,3,1,0,1,23,1,40000,1,33,21,12,25,0,0,0,20,500,953,1
1.130429,1,3,1,0,1,24,1,27500,1,33,20,13,3,0,0,0,116.666667,350,139,1
0.812242,43,2,1,0,1,12,1,62500,1,33,20,13,24,1,2,1,10,240,289,2
1.469088,10,2,1,0,1,12,1,27500,1,33,21,12,3,0,0,0,50,150,491,1
1.436951,10,2,1,0,1,12,1,22500,1,33,21,12,35,1,1,0,10,350,491,2
2.218109,11,3,1,0,1,12,1,40000,1,33,15,18,5,0,0,0,10,50,491,2
1.417941,10,2,1,0,1,23,0,85000,1,33,23,10,2,1,1,1,55,110,289,1
1.40723,10,3,1,0,1,12,1,27500,1,33,19,14,50,1,2,1,35,1750,27,1
0.865908,1,2,1,0,1,10,1,27500,1,33,27,6,40,0,0,0,15,600,953,1
0.788416,43,3,1,0,1,12,1,27500,1,33,25,8,20,1,4,1,5,100,953,2
4.045244,44,3,1,0,1,26,1,85000,1,33,3,30,1,0,0,0,100,100,69,1
2.223955,44,3,1,0,1,24,1,27500,1,33,27,6,2,0,0,0,300,600,491,2
0.608143,4,3,1,0,1,26,1,40000,1,33,27,6,40,1,2,1,7,280,45,2
1.24831,4,3,1,0,1,12,1,22500,1,33,28,5,3,0,0,0,6,18,289,1
2.242423,44,3,1,0,1,12,0,27500,1,33,24,9,21,1,4,1,7,147,45,1
2.242423,44,3,1,0,1,12,1,5000,1,33,19,14,1,0,0,0,5,5,491,2
0.700359,25,2,1,0,1,12,1,40000,1,33,21,12,20,1,1,1,15,300,202,2
1.192707,4,3,1,0,1,12,1,22500,1,33,24,9,30,0,0,0,10,300,69,1
0.343067,32,3,1,0,1,25,0,27500,1,33,28,5,2,1,1,1,10,20,491,2
1.684514,37,3,1,0,1,12,0,27500,0,33,23,10,5,1,1,0,100,500,289,2
2.223955,44,2,1,0,1,24,1,62500,1,33,23,10,1,1,2,1,460,460,953,1
1.959506,4,2,1,0,1,12,1,62500,1,33,27,6,5,0,0,0,50,250,953,2
0.766042,19,3,1,0,1,12,1,15000,1,33,27,6,6,1,3,1,50,300,99,1
2.323035,44,3,1,0,1,12,1,22500,1,33,23,10,1,0,0,0,110,110,45,1
2.223955,44,1,1,0,1,26,1,85000,1,33,24,9,2,1,1,1,40,80,953,2
0.608143,4,3,1,0,1,12,1,27500,1,33,24,9,1,1,1,1,20,20,289,2
0.700359,25,3,1,0,1,20,1,22500,1,33,20,13,20,1,3,1,10,200,27,1
0.756933,32,3,1,0,1,12,1,22500,1,33,20,13,1,1,1,1,10,10,27,1
1.175162,4,3,1,0,1,26,1,15000,1,33,23,10,20,1,0,0,3,60,289,1
1.308733,6,1,1,0,1,22,1,15000,1,33,15,18,1,0,0,0,200,200,139,1
0.588018,28,1,1,0,1,12,0,22500,1,33,17,16,10,0,0,0,10,100,491,2
0.141134,35,3,1,0,1,12,1,22500,1,33,19,14,1,1,1,0,105,105,289,2
0.724971,37,1,1,0,1,25,1,40000,1,33,25,8,4,0,0,0,30,120,491,1
0.660918,3,1,1,0,1,22,1,62500,1,33,17,16,1,1,1,1,3400,3400,953,1
0.755637,45,2,1,0,1,21,1,40000,1,33,25,8,6,0,0,0,25,150,289,1
2.55714,6,2,1,0,1,22,1,15000,1,33,8,25,3,1,1,0,6.666667,20,45,1
0.149894,35,2,1,0,1,12,1,40000,1,33,23,10,8,1,2,1,21,168,27,1
0.409815,28,1,1,2,0,25,1,40000,1,33,23,10,4,1,2,1,300,1200,289,1
0.213116,42,2,1,0,1,24,1,40000,1,33,21,12,12,1,3,1,30,360,45,1
0.141057,35,2,1,0,1,21,1,40000,1,33,25,8,3,0,0,0,20,60,69,1
0.147815,35,2,1,0,1,12,0,15000,1,33,23,10,20,1,2,1,8,160,202,1
0.724971,37,1,1,0,1,12,1,62500,1,33,24,9,6,0,0,0,40,240,69,1
0.677092,45,1,1,0,1,11,1,22500,1,33,10,23,2,0,0,0,75,150,69,1
0.4059,45,1,1,0,1,12,1,22500,1,33,25,8,2,1,2,1,25,50,202,1
0.71728,45,1,1,0,1,25,1,62500,1,33,23,10,1,0,0,0,40,40,289,2
0.268574,27,3,1,0,1,21,1,27500,1,33,25,8,1,0,0,0,10,10,491,2
0.255541,51,2,1,4,0,9,1,15000,1,33,23,10,1,1,1,1,50,50,491,1
0.254969,27,2,1,0,1,20,0,22500,1,33,25,8,15,0,0,0,10,150,953,1
0.507758,27,2,1,0,1,24,1,62500,1,33,23,10,7,0,0,0,20,140,202,1
0.507758,27,2,1,0,1,24,1,40000,1,33,20,13,2,1,2,0,8,16,9,1
0.243372,51,2,1,0,1,11,1,15000,1,33,24,9,2,0,0,0,150,300,9,1
0.446906,45,3,1,0,1,12,1,15000,1,33,9,24,4,1,1,1,13,52,202,1
0.308994,51,2,1,0,1,12,0,85000,1,33,21,12,2,1,1,1,50,100,289,1
0.350148,45,2,1,0,1,22,0,40000,1,33,23,10,1,1,1,1,120,120,491,1
0.704496,45,2,1,0,1,26,1,62500,1,33,23,10,2,1,1,1,30,60,953,2
0.385522,45,3,1,0,1,21,1,40000,1,33,17,16,6,0,0,0,30,180,491,1
0.490603,17,3,1,0,1,12,1,40000,1,33,19,14,1,1,1,0,3,3,202,2
0.462109,17,3,1,0,1,23,1,40000,1,33,28,5,2,1,1,1,30,60,202,2
0.399455,28,2,1,0,1,12,1,27500,1,33,27,6,3,0,0,0,20,60,491,2
0.407622,28,2,1,0,1,12,1,40000,1,33,25,8,4,0,0,0,25,100,289,1
0.384617,42,3,1,0,1,22,1,40000,1,33,19,14,5,1,1,1,9,45,491,2
0.410213,28,3,1,0,1,24,1,62500,1,33,10,23,2,1,1,1,30,60,289,1
0.158308,35,3,1,0,1,12,1,40000,1,33,17,16,3,1,1,0,12,36,491,2
1.789325,37,2,1,0,1,8,1,5000,1,33,23,10,2,0,0,0,40,80,491,2
0.745875,6,1,1,0,1,22,1,40000,1,33,25,8,1,1,1,0,100,100,202,1
0.4059,45,2,1,0,1,12,1,27500,1,33,19,14,1,1,1,1,150,150,289,2
0.677092,45,2,1,0,1,12,1,40000,1,33,21,12,2,0,0,0,100,200,202,1
0.534852,27,3,0,0,1,8,1,15000,1,33,22,11,7,1,30,1,15,105,289,1
0.266846,27,1,1,0,1,12,1,40000,1,33,28,5,2,1,1,1,25,50,491,1
0.503552,27,2,1,0,1,25,1,85000,1,33,18,15,2,1,1,0,10,20,69,1
0.241702,51,2,1,0,1,12,0,22500,1,33,19,14,10,1,1,1,20,200,289,2
0.456638,30,3,1,0,1,10,1,27500,1,34,25,9,8,0,0,0,15,120,69,1
0.130625,39,3,1,0,1,12,1,40000,1,34,20,14,9,0,0,0,20,180,27,1
1.339071,20,2,1,0,1,12,1,40000,1,34,24,10,3,0,0,0,3,9,99,2
2.332548,33,2,1,0,1,12,0,40000,1,34,20,14,2,1,1,0,70,140,69,1
0.564828,22,2,1,0,1,22,0,22500,1,34,19,15,1,0,0,0,450,450,69,1
0.650688,22,2,1,0,1,12,1,40000,1,34,19,15,1,0,0,0,10,10,202,2
1.103372,22,2,1,0,1,12,1,22500,1,34,24,10,14,0,0,0,31,434,289,1
1.931367,33,3,1,0,1,22,1,40000,0,34,22,12,3,0,0,0,3,9,491,1
0.610112,20,1,1,0,1,22,1,40000,1,34,17,17,7,1,1,1,13,91,289,1
0.187019,46,2,1,0,1,12,1,22500,1,34,22,12,7,1,1,1,25,175,202,1
0.186213,46,2,1,4,0,21,0,5000,1,34,17,17,4,0,0,0,20,80,99,2
1.351319,33,2,1,0,1,11,1,27500,1,34,20,14,14,1,1,0,5,70,953,2
0.461165,30,3,1,0,1,26,1,40000,1,34,22,12,1,0,0,0,5,5,202,1
0.304395,20,2,1,0,1,12,1,40000,1,34,26,8,24,1,1,1,6,144,202,2
2.876538,33,1,1,0,1,26,1,62500,1,34,22,12,3,1,0,0,5,15,289,2
0.61994,20,3,1,0,1,12,1,27500,1,34,24,10,4,1,1,1,5,20,491,2
0.180318,46,2,1,4,0,20,1,40000,1,34,26,8,16,0,0,0,16,256,289,1
1.708498,40,3,1,0,1,12,0,40000,1,34,22,12,3,1,1,1,40,120,289,1
1.682067,40,3,1,4,0,10,1,5000,1,34,18,16,15,0,0,0,3,45,69,2
0.791316,49,3,1,0,1,20,1,40000,1,34,19,15,7,1,1,1,7,49,9,1
0.791316,49,3,1,4,0,12,1,15000,1,34,20,14,8,0,0,0,3,24,491,2
1.708498,40,2,1,0,1,12,1,40000,1,34,22,12,4,0,0,0,130,520,27,1
6.548355,40,2,1,0,1,12,1,27500,1,34,22,12,5,0,0,0,15,75,953,2
3.299667,31,2,1,0,1,12,1,85000,1,34,20,14,1,0,0,0,25,25,202,1
1.682067,40,3,1,0,1,12,1,62500,1,34,23,11,5,0,0,0,10,50,139,1
3.364134,40,3,1,0,1,12,1,62500,1,34,22,12,1,1,1,1,575,575,139,1
0.835416,49,2,1,0,1,12,1,15000,1,34,18,16,6,0,0,0,2,12,202,1
1.416403,23,2,1,0,1,24,0,85000,1,34,21,13,21,0,0,0,238.095238,5000,139,1
1.389411,23,3,1,0,1,12,1,40000,1,34,24,10,60,1,5,1,1,60,202,1
1.416403,23,3,1,0,1,12,1,40000,1,34,18,16,4,0,0,0,4,16,289,1
1.108255,36,1,1,0,1,12,1,40000,1,34,20,14,2,1,1,1,30,60,139,1
1.444807,23,2,1,0,1,24,1,40000,1,34,22,12,4,0,0,0,40,160,289,1
3.142657,23,2,1,0,1,12,0,22500,1,34,20,14,3,0,0,0,30,90,953,2
0.625127,15,3,1,0,1,12,1,40000,1,34,25,9,14,0,0,0,10,140,491,1
1.923534,15,2,1,0,1,12,1,40000,1,34,24,10,12,1,1,1,1,12,289,1
0.625127,15,3,1,0,1,12,1,22500,1,34,20,14,3,1,1,0,5,15,491,1
1.223893,14,2,1,0,1,22,1,62500,1,34,18,16,7,1,5,0,120,840,491,1
1.536621,26,3,1,0,1,12,1,27500,1,34,28,6,15,1,1,1,12,180,491,2
0.935904,24,3,1,0,1,12,1,40000,1,34,22,12,2,1,1,1,35,70,289,2
2.155093,50,3,1,0,1,21,1,40000,1,34,18,16,20,1,1,0,5,100,69,1
0.936063,26,3,1,0,1,12,1,40000,1,34,25,9,12,1,1,1,5,60,202,1
1.177701,24,2,1,0,1,24,1,62500,1,34,19,15,1,0,0,0,80,80,491,2
1.142868,24,2,1,0,1,12,1,27500,1,34,5,29,2,1,0,0,20,40,202,2
0.983907,50,3,1,0,1,22,1,40000,1,34,20,14,40,1,1,0,2,80,953,1
0.536765,16,2,1,0,1,12,1,40000,1,34,22,12,20,1,1,0,10,200,491,1
0.535427,16,2,1,0,1,24,1,22500,1,34,19,15,7,1,2,0,30,210,289,1
0.60193,26,3,1,0,1,12,1,40000,1,34,26,8,5,0,0,0,2,10,491,2
1.177701,24,1,1,0,1,22,1,62500,1,34,22,12,1,1,2,0,200,200,69,1
0.983907,50,3,1,0,1,12,1,40000,1,34,22,12,5,1,1,0,15,75,139,1
0.983907,50,3,1,0,1,12,1,62500,1,34,22,12,8,1,2,1,60,480,289,1
0.934046,50,2,1,0,1,12,1,40000,1,34,22,12,5,0,0,0,8,40,9,1
0.535427,16,3,1,0,1,12,1,40000,1,34,22,12,2,0,0,0,8,16,202,1
2.112195,50,2,1,0,1,12,0,15000,1,34,18,16,9,1,1,1,11,99,491,2
0.299043,35,1,1,0,1,24,1,62500,1,34,26,8,1,1,0,0,150,150,491,2
0.299043,35,1,1,0,1,12,1,40000,1,34,8,26,2,1,1,0,40,80,289,2
0.974526,50,2,1,0,1,22,1,40000,1,34,20,14,1,1,1,0,105,105,953,2
0.974526,50,2,1,0,1,12,1,40000,1,34,21,13,2,1,1,0,50,100,289,2
0.974526,50,3,1,0,1,9,1,62500,1,34,22,12,12,1,1,1,50,600,139,1
0.955127,50,2,1,0,1,12,1,40000,1,34,22,12,5,0,0,0,3,15,139,2
0.934046,50,3,1,0,1,24,1,40000,1,34,16,18,2,1,2,1,15,30,69,1
0.519901,16,3,1,0,1,21,1,40000,1,34,23,11,5,1,1,0,26,130,139,2
2.09857,16,3,1,0,1,20,1,22500,1,34,26,8,3,1,3,1,13.333333,40,139,1
0.636843,26,3,1,0,1,10,1,40000,1,34,24,10,9,1,1,1,15,135,289,1
0.60193,26,3,1,1,0,8,1,15000,1,34,19,15,6,0,0,0,1,6,953,2
0.983907,50,3,1,0,1,12,1,40000,1,34,22,12,40,1,3,1,10,400,202,1
0.936063,26,2,1,0,1,22,1,62500,1,34,26,8,12,1,2,1,40,480,491,1
0.950971,50,2,1,0,1,21,1,40000,1,34,16,18,4,1,2,0,25,100,69,1
0.935904,24,3,1,0,1,24,1,40000,1,34,23,11,2,1,1,1,10,20,491,2
0.535427,16,2,1,0,1,12,1,22500,1,34,24,10,1,1,1,0,2,2,491,2
0.918714,48,1,1,0,1,22,1,62500,1,34,20,14,6,0,0,0,40,240,289,1
0.915454,48,2,1,0,1,22,1,40000,1,34,21,13,14,1,1,1,20,280,202,1
1.748614,38,2,1,0,1,12,1,62500,1,34,18,16,2,0,0,0,100,200,202,1
1.111281,38,1,1,0,1,12,0,15000,0,34,6,28,2,0,0,0,40,80,491,2
0.75299,29,2,1,0,1,12,0,40000,1,34,27,7,3,0,0,0,90,270,202,1
0.339394,13,3,1,0,1,12,1,27500,1,34,21,13,3,1,1,1,45,135,139,1
0.552966,38,1,1,0,1,12,1,40000,1,34,22,12,2,1,1,0,150,300,491,1
1.079923,38,3,1,0,1,22,1,40000,1,34,26,8,15,1,1,1,25,375,491,1
0.536391,38,2,1,0,1,12,1,22500,1,34,19,15,8,0,0,0,30,240,27,1
1.079923,38,2,1,0,1,21,1,40000,1,34,22,12,1,1,1,1,225,225,202,1
1.809705,48,2,1,0,1,12,0,27500,1,34,27,7,6,0,0,0,70,420,953,1
0.904853,48,2,1,0,1,12,0,22500,1,34,27,7,3,0,0,0,50,150,953,1
1.952134,48,3,1,0,1,21,0,27500,1,34,22,12,5,0,0,0,15,75,289,1
0.920266,48,2,1,0,1,25,1,27500,1,34,20,14,10,1,0,0,10,100,953,2
0.659806,13,2,1,0,1,22,1,27500,1,34,20,14,30,1,1,1,4,120,491,2
0.628771,13,2,1,0,1,24,1,62500,1,34,5,29,2,0,0,0,10,20,491,2
0.339394,13,3,1,0,1,12,1,15000,1,34,25,9,6,1,1,1,50,300,202,2
0.266705,27,2,1,0,1,12,1,22500,1,34,17,17,10,1,0,0,7,70,491,2
0.534852,27,3,1,0,1,21,1,40000,1,34,5,29,3,1,1,1,11,33,491,2
0.337494,13,2,1,0,1,12,0,27500,1,34,22,12,12,1,2,1,30,360,139,2
0.1286,2,2,1,0,1,12,0,85000,1,34,20,14,5,0,0,0,30,150,289,1
0.621239,15,2,1,0,1,20,1,22500,1,34,20,14,1,0,0,0,85,85,491,1
0.850952,47,1,1,0,1,26,1,62500,1,34,24,10,6,1,1,0,20,120,491,2
0.876123,47,3,1,0,1,9,1,62500,1,34,22,12,10,0,0,0,40,400,139,1
0.946213,47,3,1,0,1,11,1,22500,1,34,27,7,3,1,2,0,5,15,953,2
0.716924,41,2,1,4,0,9,1,5000,1,34,26,8,12,1,7,1,50,600,99,2
0.949604,47,3,1,0,1,21,1,27500,1,34,22,12,50,1,2,0,5,250,491,2
1.241654,41,3,1,0,1,12,1,22500,1,34,32,2,2,1,2,1,75,150,99,1
0.629424,18,1,1,0,1,12,1,40000,1,34,24,10,8,1,1,1,30,240,491,1
1.020913,34,1,1,0,1,26,1,62500,1,34,24,10,2,0,0,0,10,20,99,1
1.765372,47,2,1,0,1,12,1,27500,1,34,14,20,2,1,2,1,50,100,491,2
3.432962,47,2,1,0,1,21,1,62500,1,34,22,12,1,0,0,0,10,10,99,1
0.876123,47,3,1,0,1,12,1,40000,1,34,19,15,20,1,3,1,5,100,491,1
0.633905,18,3,1,0,1,12,1,27500,1,34,18,16,7,1,1,1,40,280,953,1
0.633905,18,3,1,0,1,12,1,40000,1,34,20,14,26,1,2,1,40,1040,491,1
0.628459,15,2,1,0,1,12,1,15000,1,34,20,14,12,0,0,0,4,48,289,2
0.982579,34,3,1,0,1,24,1,40000,1,34,21,13,24,1,4,1,30,720,491,2
0.850952,47,1,1,0,1,12,1,27500,1,34,19,15,40,1,4,1,30,1200,491,1
0.982579,34,3,1,0,1,12,1,27500,1,34,24,10,8,1,2,1,4,32,289,2
0.982579,34,2,1,0,1,12,1,40000,1,34,22,12,13,1,5,1,340,4420,139,1
0.812242,43,2,1,0,1,26,0,27500,1,34,22,12,1,1,1,1,100,100,953,1
1.112277,11,1,1,0,1,12,1,22500,1,34,22,12,38,1,1,1,8,304,289,1
1.011419,11,3,1,0,1,11,1,27500,1,34,20,14,20,0,0,0,10,200,953,2
1.659176,11,2,1,0,1,22,1,62500,1,34,24,10,12,1,4,1,50,600,953,1
1.075474,11,2,1,0,1,24,1,62500,1,34,4,30,5,0,0,0,35,175,953,2
1.075474,11,3,1,0,1,20,1,27500,1,34,23,11,13,1,1,1,305.384615,3970,491,1
1.645379,10,1,1,0,1,21,1,62500,1,34,24,10,25,1,5,1,10,250,491,1
0.812242,43,2,1,0,1,11,1,15000,1,34,22,12,10,1,1,1,20,200,491,2
0.803038,43,3,1,0,1,12,1,40000,1,34,22,12,25,1,2,1,5,125,289,1
1.12293,11,2,1,0,1,12,1,27500,1,34,22,12,2,0,0,0,2,4,953,2
0.731004,19,2,1,0,1,12,1,40000,1,34,25,9,40,1,6,1,10,400,99,1
0.812242,43,1,1,0,1,12,1,62500,1,34,26,8,3,0,0,0,30,90,491,1
1.559029,44,3,1,0,1,12,1,15000,0,34,25,9,3,1,4,1,50,150,953,2
0.632521,4,3,1,0,1,12,1,40000,1,34,26,8,2,1,1,1,20,40,491,1
1.633758,19,3,1,0,1,11,1,27500,1,34,19,15,4,1,1,0,35,140,953,2
1.224803,25,2,1,0,1,12,1,62500,1,34,27,7,1,0,0,0,25,25,491,1
0.579467,4,3,1,0,1,24,1,40000,1,34,21,13,30,1,1,1,4,120,491,2
1.328471,25,2,0,4,0,12,1,5000,1,34,21,13,6,1,1,1,40,240,953,1
0.700359,25,3,1,0,1,12,0,40000,1,34,22,12,2,0,0,0,10,20,289,2
1.204236,37,3,1,0,1,12,1,22500,1,34,21,13,2,0,0,0,10,20,491,1
0.751323,37,2,1,0,1,12,1,40000,1,34,28,6,2,0,0,0,30,60,491,1
0.733726,19,2,1,0,1,11,0,62500,1,34,31,3,1,0,0,0,5,5,491,1
1.534716,44,1,1,0,1,21,1,40000,1,34,21,13,2,1,0,0,125,250,491,2
0.608143,4,3,1,0,1,22,1,27500,1,34,27,7,5,1,1,1,60,300,9,1
2.194333,44,2,1,0,1,21,1,62500,1,34,26,8,27,1,2,1,10,270,202,1
0.673692,4,3,1,0,1,12,1,27500,1,34,24,10,21,1,1,1,1,21,289,1
2.223955,44,2,1,0,1,24,1,62500,1,34,24,10,1,1,1,0,570,570,45,2
1.176318,4,2,1,0,1,12,1,40000,1,34,20,14,6,0,0,0,15,90,289,1
0.743052,25,2,1,0,1,22,1,27500,1,34,22,12,2,0,0,0,10,20,45,1
2.220761,44,2,1,0,1,20,0,22500,1,34,24,10,1,0,0,0,40,40,139,1
0.608143,4,3,1,4,0,12,1,27500,1,34,25,9,9,0,0,0,20,180,491,1
2.326256,44,3,1,0,1,9,1,15000,1,34,27,7,15,1,0,0,13,195,45,1
1.557423,19,3,1,0,1,21,1,22500,1,34,24,10,2,0,0,0,115,230,953,2
0.700359,25,3,1,0,1,21,1,40000,1,34,23,11,10,1,1,1,24,240,45,1
0.57752,6,1,1,0,1,26,1,40000,1,34,19,15,2,0,0,0,475,950,289,1
0.141134,35,3,1,0,1,22,1,62500,1,34,22,12,6,0,0,0,12,72,953,2
0.141134,35,3,1,0,1,12,1,40000,1,34,26,8,4,1,2,1,50,200,289,1
1.241852,37,3,1,0,1,12,1,27500,1,34,21,13,14,0,0,0,4,56,69,2
0.410823,28,2,1,0,1,12,1,22500,1,34,20,14,1,0,0,0,129,129,491,2
0.410823,28,2,1,4,0,12,1,15000,1,34,25,9,7,1,1,1,30,210,953,2
0.400049,28,3,1,0,1,21,1,15000,1,34,26,8,1,1,1,1,15,15,99,2
0.144548,35,2,1,0,1,12,1,40000,1,34,22,12,3,1,1,1,40,120,139,2
0.468787,17,1,1,0,1,10,1,15000,1,34,14,20,7,1,4,1,50,350,69,1
0.146582,35,3,1,0,1,12,1,40000,1,34,22,12,1,1,1,1,1200,1200,491,2
0.213116,42,1,1,0,1,12,0,27500,1,34,20,14,6,0,0,0,40,240,202,1
0.144548,35,1,1,0,1,12,1,40000,1,34,22,12,1,1,1,1,100,100,202,1
0.142067,35,2,1,4,0,12,1,27500,1,34,16,18,6,0,0,0,20,120,9,1
0.30799,35,2,1,0,1,12,1,40000,1,34,20,14,6,0,0,0,5,30,99,1
0.4059,45,1,1,0,1,22,1,40000,1,34,20,14,7,0,0,0,30,210,202,2
0.531411,27,1,1,0,1,12,1,40000,1,34,22,12,1,1,1,1,45,45,27,1
0.503552,27,3,1,0,1,21,1,40000,1,34,24,10,9,1,2,1,100,900,99,1
0.266705,27,3,1,0,1,12,1,22500,1,34,19,15,25,1,1,1,20,500,99,1
0.246058,51,3,1,0,1,22,1,15000,1,34,20,14,2,1,1,1,20,40,491,2
0.326556,51,3,1,0,1,21,1,62500,1,34,10,24,1,0,0,0,50,50,491,2
0.385522,45,2,1,0,1,21,1,27500,1,34,22,12,10,1,1,1,35,350,289,1
0.251097,27,2,1,0,1,23,1,27500,1,34,28,6,3,1,1,0,25,75,953,2
0.268574,27,2,1,0,1,24,1,40000,1,34,22,12,6,1,2,1,25,150,99,2
0.232825,51,2,1,0,1,12,0,22500,1,34,1,33,1,0,0,0,10,10,139,2
0.677092,45,3,1,0,1,12,1,22500,1,34,22,12,5,1,1,1,3,15,491,2
0.30799,35,2,1,0,1,24,1,40000,1,34,21,13,2,1,1,1,50,100,953,2
0.453556,42,3,1,0,1,20,1,27500,1,34,21,13,1,1,2,1,25,25,139,2
